,PC6,bus_count,metro_count,tram_count,number_of_charger,total_capacity,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_20_to_30,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
3038,1021HH,0.0,0.0,0.0,0.0,0.0,0.0,0.6319,15.6503,0.5529,2.7883,0.0,0.0,20.1249,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3039,1021JW,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3040,1021JX,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3041,1021JZ,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3042,1021KB,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3043,1021KC,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3044,1021KD,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3045,1021KE,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3046,1021KG,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3047,1021KL,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3048,1021KM,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3049,1021KP,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3050,1021KR,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3051,1021PX,0.0,0.0,0.0,0.0,0.0,0.0,0.6319,15.6503,0.5529,2.7883,0.0,0.0,20.1249,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3052,1021RA,0.0,0.0,0.0,0.0,0.0,0.0,0.6319,15.6503,0.5529,2.7883,0.0,0.0,20.1249,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3053,1021RB,0.0,0.0,0.0,0.0,0.0,0.0,0.6319,15.6503,0.5529,2.7883,0.0,0.0,20.1249,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3054,1021VJ,0.0,0.0,0.0,0.0,0.0,0.0,6.6927,23.6106,1.7942,0.0,0.0,0.0,2.0885,42.0,27.0,630.0,710.0,1140.0,1140.0,885.0,3800.0,60.9,28.9,10.3,36.8,71.1,23.0,6.0,33.4,-0.392
3055,1022AB,0.0,0.0,0.0,1.0,11.0,0.0,0.20075,15.4744,0.5774,3.96955,0.0,12.00345,7.02485,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3056,1022AC,0.0,0.0,0.0,1.0,11.0,0.0,3.68955,7.628400000000001,0.0,9.8808,0.0,11.9702,2.5246,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3057,1022AD,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3058,1022AE,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3059,1022AG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7412,1.1548,0.0081,0.0,0.0665,12.0304,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3060,1022AH,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3061,1022AJ,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3062,1022AK,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3063,1022AL,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3064,1022AM,0.0,0.0,0.0,2.0,22.0,0.0,0.34635,7.39805,0.0,3.9879,0.0,11.99385,1.90965,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3065,1022AN,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3066,1022AP,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3067,1022AR,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3068,1022AS,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3069,1022AT,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3070,1022AV,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3071,1022AW,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3072,1022AX,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3073,1022AZ,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3074,1022BA,0.0,0.0,0.0,1.0,11.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3075,1022BB,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3076,1022BC,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3077,1022BD,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3078,1022BE,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3079,1022BG,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3080,1022BH,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3081,1022BJ,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3082,1022BK,0.0,0.0,0.0,1.0,11.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3083,1022BL,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3084,1022CA,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3085,1022CB,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3086,1022CC,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3087,1022KB,0.0,0.0,0.0,1.0,11.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3088,1022KC,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3089,1022KD,0.0,0.0,0.0,1.0,11.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3090,1022KE,0.0,0.0,0.0,1.0,11.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3091,1022KG,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3092,1022KH,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3093,1022KJ,0.0,0.0,0.0,1.0,22.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3094,1022KK,0.0,0.0,0.0,1.0,11.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3095,1022KL,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3096,1022LA,0.0,0.0,0.0,5.0,55.0,0.0,5.8958,9.4862,10.8827,10.14185,0.0,1.1975,3.48065,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3097,1022LC,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3098,1022LD,0.0,0.0,0.0,0.0,0.0,0.0,3.5548,0.9368,7.8467,17.4555,0.0,0.0,1.4644,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3099,1022LK,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3100,1022LN,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3101,1022XA,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3102,1022XB,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3103,1022XD,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3104,1022XE,0.0,0.0,0.0,0.0,0.0,0.0,3.4888,17.8952,0.5774,5.9193500000000006,0.0,0.03325,7.53015,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3105,1022XG,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3106,1022XH,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3107,1022XJ,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3108,1022XK,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3109,1022XL,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3110,1022XM,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3111,1022XN,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3112,1022XP,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3113,1022XR,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3114,1022XS,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3115,1022XT,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3116,1022XV,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3117,1022XW,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3118,1022XX,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3119,1022XZ,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3120,1022BP,1.0,0.0,0.0,0.0,0.0,1.0,7.822749999999999,15.39995,0.5876,11.80225,0.0,0.0,3.9013,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3121,1022LB,0.0,1.0,0.0,0.0,0.0,0.0,3.5548,0.9368,7.8467,17.4555,0.0,0.0,1.4644,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3122,1022WV,0.0,0.0,0.0,2.0,22.0,0.0,0.6864,27.84955,0.8021,0.00405,0.0,0.03325,15.09075,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3123,1022BN,0.0,0.0,0.0,0.0,0.0,0.0,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3124,1022KA,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3125,1022LG,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3126,1022LH,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3127,1022LJ,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3128,1022LL,0.0,0.0,0.0,0.0,0.0,0.0,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3129,1022MA,0.0,0.0,0.0,0.0,0.0,0.0,3.5548,0.9368,7.8467,17.4555,0.0,0.0,1.4644,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3130,1022WX,0.0,0.0,0.0,0.0,0.0,0.0,1.3728,29.9579,0.4494,0.0,0.0,0.0,18.1511,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3131,1022WZ,0.0,0.0,0.0,0.0,0.0,0.0,4.1752,20.00355,0.2247,5.9153,0.0,0.0,10.5905,35.0,39.0,660.0,470.0,845.0,845.0,590.0,1400.0,38.8,36.6,24.6,51.4,52.0,27.5,20.6,45.0,0.064
3132,1023AA,0.0,0.0,0.0,0.0,0.0,0.0,0.3477,10.1652,0.0,0.0224,0.0,0.02365,1.3161,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3133,1023AB,0.0,0.0,0.0,0.0,0.0,0.0,0.4042,10.7419,0.0,0.0,0.0,0.0,0.8322,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3134,1023AC,0.0,0.0,0.0,0.0,0.0,0.0,0.4042,10.7419,0.0,0.0,0.0,0.0,0.8322,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3135,1023AD,0.0,0.0,0.0,0.0,0.0,0.0,1.13025,15.37285,0.0,2.5035,0.0,0.0,2.5042,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3136,1023AE,0.0,0.0,0.0,0.0,0.0,0.0,2.2605,25.6847,0.0,3.4175,0.0,0.0,3.716,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3137,1023AG,0.0,0.0,0.0,0.0,0.0,0.0,2.2605,25.6847,0.0,3.4175,0.0,0.0,3.716,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3138,1023AH,0.0,0.0,0.0,0.0,0.0,0.0,2.2605,25.6847,0.0,3.4175,0.0,0.0,3.716,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
3139,1023AJ,0.0,0.0,0.0,0.0,0.0,0.0,2.2605,25.6847,0.0,3.4175,0.0,0.0,3.716,41.0,21.0,570.0,445.0,315.0,315.0,590.0,2300.0,50.6,32.0,17.4,45.4,54.0,28.8,17.2,44.3,-0.121
