,PC6,bus_count,metro_count,tram_count,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_30_to_40,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
9936,1069EB,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9937,1069EC,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9938,1069ED,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9939,1069EE,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9940,1069EG,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9941,1069EH,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9942,1069EJ,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9943,1069EK,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9944,1069EL,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9945,1069EM,0.0,0.0,1.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9946,1069EN,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9947,1069EP,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9948,1069ER,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9949,1069ES,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9950,1069ET,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9951,1069EV,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9952,1069EW,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9953,1069EX,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9954,1069EZ,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9955,1069GA,0.0,0.0,0.0,0.0,1.2468,17.4178,0.0,4.9607,0.0,0.0,2.2136,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9956,1069GB,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9957,1069GC,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9958,1069GD,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9959,1069GE,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9960,1069GG,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9961,1069GH,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9962,1069GJ,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9963,1069GK,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9964,1069GL,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9965,1069GM,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9966,1069GN,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9967,1069GP,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9968,1069GR,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9969,1069GS,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9970,1069GT,0.0,0.0,0.0,0.0,1.6044,41.4877,1.2992,1.6644,0.0,0.0,2.1152,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9971,1069GV,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9972,1069GZ,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9973,1069HB,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9974,1069HD,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9975,1069HK,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9976,1069HM,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9977,1069HN,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9978,1069HP,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9979,1069HT,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9980,1069HV,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9981,1069HX,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9982,1069HZ,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9983,1069JA,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9984,1069JC,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9985,1069JR,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9986,1069JT,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9987,1069KA,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9988,1069KB,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9989,1069KD,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9990,1069KE,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9991,1069KG,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9992,1069KJ,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9993,1069KS,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9994,1069KV,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9995,1069KW,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9996,1069LA,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9997,1069LB,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9998,1069LC,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
9999,1069LD,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10000,1069LE,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10001,1069LG,0.0,0.0,0.0,0.0,2.6851,31.1401,0.0,2.4934,0.0,0.0,3.8992,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10002,1069LH,0.0,0.0,0.0,0.0,1.96595,24.27895,0.0,3.72705,0.0,0.0,3.0564,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10003,1069LK,0.0,0.0,0.0,0.0,0.5733,17.3767,0.0,5.262,0.0,0.0,0.8706,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10004,1069LL,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10005,1069LN,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10006,1069LS,0.0,0.0,0.0,0.0,4.0262,35.3889,0.0,10.0198,0.0,0.0,7.9906,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10007,1069LT,0.0,0.0,0.0,0.0,4.0262,35.3889,0.0,10.0198,0.0,0.0,7.9906,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10008,1069LW,0.0,0.0,0.0,0.0,2.5379,32.38315,0.0,6.2023,0.0,0.0,5.1925,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10009,1069MC,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10010,1069MD,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10011,1069ME,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10012,1069MG,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10013,1069MH,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10014,1069MJ,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10015,1069MK,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10016,1069ML,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10017,1069MN,0.0,0.0,0.0,0.0,1.8946,60.4829,0.0,3.174,0.0,0.1979,6.0902,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10018,1069MP,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10019,1069MR,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10020,1069MS,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10021,1069MT,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10022,1069MV,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10023,1069MX,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10024,1069MZ,0.0,0.0,0.0,0.0,1.0691,18.3303,0.0,1.7746,0.0,0.0,0.3793,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10025,1069NB,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10026,1069NC,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10027,1069ND,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10028,1069NE,0.0,0.0,1.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10029,1069NG,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10030,1069NH,0.0,0.0,0.0,0.0,2.5379,32.38315,0.0,6.2023,0.0,0.0,5.1925,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10031,1069NJ,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10032,1069NK,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10033,1069NL,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10034,1069NM,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10035,1069NN,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10036,1069NP,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10037,1069NR,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10038,1069NS,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
10039,1069NT,0.0,0.0,0.0,0.0,1.0496,29.3774,0.0,2.3848,0.0,0.0,2.3944,122.0,171.0,3400.0,3205.0,4065.0,4360.0,3430.0,11500.0,54.1,33.5,12.4,41.1,60.8,31.2,8.0,38.1,-0.279
